transcript_id	symbol	cds_start	cds_stop	transcript_length	cds_length	length_5utr	length_3utr	isopct	expected_counts	tpm
NM_177667	Ttc22	102	1809	2535	1707	102	726	100.00	1.00	0.14
NM_178615	Rgmb	430	1741	2633	1311	430	892	100.00	170.00	32.40
NM_029920	Mtus2	935	4997	7543	4062	935	2546	100.00	94.00	5.51
NM_001163619	Tars2	139	1411	3322	1272	139	1911	54.83	30.35	5.97
NM_028146	Dbndd1	90	675	1669	585	90	994	100.00	25.00	11.72
NM_001081097	Grik3	0	2760	8842	2760	0	6082	100.00	98.00	8.55
NM_026546	Fam173b	21	765	1166	744	21	401	100.00	13.00	4.62
NM_001081344	Stxbp5	357	3708	9074	3351	357	5366	100.00	327.00	23.36
NM_001030014	Mcat	24	1170	1893	1146	24	723	100.00	47.99	10.57
NM_145123	Crtac1	150	2091	2616	1941	150	525	100.00	472.00	59.37
NM_033563	Klf7	388	1294	1336	906	388	42	100.00	60.01	17.10
NM_008097	Gcdh	240	1584	2177	1344	240	593	50.00	33.50	6.22
NM_016765	Ddah2	300	1035	1324	735	300	289	70.75	25.47	9.17
NM_007591	Calr	133	1384	1943	1251	133	559	100.00	3504.00	702.22
NM_023178	Dmap1	57	1464	1513	1407	57	49	100.00	162.00	28.63
NM_021877	Hr	694	4243	5487	3549	694	1244	100.00	9.00	0.61
NM_001177884	Whsc1	29	1976	7790	1947	29	5814	92.27	248.98	31.22
NM_172557	Rufy1	6	2145	2657	2139	6	512	100.00	113.00	12.84
NM_145155	Wasf3	431	1937	2685	1506	431	748	100.00	200.00	32.87
NM_175628	A2m	116	4541	4671	4425	116	130	100.00	120.31	6.47
NM_172920	Dpy19l1	10	2251	4739	2241	10	2488	100.00	183.00	19.81
NM_029306	1700012B09Rik	62	428	685	366	62	257	100.00	7.00	5.87
NM_001168672	Gtse1	155	2381	2722	2226	155	341	50.00	2.00	0.22
NM_023348	Snap29	123	906	3432	783	123	2526	100.00	129.00	43.26
NM_001289430	Cipc	220	1456	4155	1236	220	2699	43.18	97.02	19.70
NM_001097979	Hist1h2bq	28	433	2121	405	28	1688	50.00	1.57	1.16
NM_009975	Csnk2b	182	830	970	648	182	140	100.00	551.00	229.30
NM_024193	Nop56	62	1805	1895	1743	62	90	100.00	303.00	42.67
NM_001039042	Klk13	177	1008	1033	831	177	25	100.00	1.00	0.31
NM_027472	5730455P16Rik	34	1216	4536	1182	34	3320	100.00	253.00	53.90
NM_001042438	Zhx1	823	3445	5231	2622	823	1786	50.00	131.00	12.05
NM_013834	Sfrp1	283	1228	4372	945	283	3144	100.00	37.00	10.06
NM_001271630	Runx2	542	1913	5829	1371	542	3916	67.31	7.81	1.42
NM_008095	Gbas	70	916	2098	846	70	1182	100.00	324.00	99.62
NM_017379	Tuba8	100	1450	1469	1350	100	19	100.00	44.38	8.20
NM_001081306	Ptprz1	325	7264	8068	6939	325	804	100.00	3410.00	116.02
NM_001166658	Cdr1	0	1554	2313	1554	0	759	100.00	6.00	0.95
NM_001143671	Tmem255b	154	1141	1223	987	154	82	100.00	14.00	3.63
NM_001001806	Zfp36l2	253	1708	3533	1455	253	1825	100.00	66.97	11.42
NM_021287	Sptbn2	444	7611	8235	7167	444	624	100.00	149.99	4.94
NM_019879	Suclg1	152	1193	1392	1041	152	199	100.00	699.00	170.95
NM_027974	Efhc1	108	2055	2208	1947	108	153	100.00	5.00	0.63
NM_001286641	AI593442	440	1040	5684	600	440	4644	50.00	215.50	98.09
NM_008632	Map2	447	1851	5427	1404	447	3576	91.62	2051.06	363.26
NM_001081477	Brwd3	226	5626	6434	5400	226	808	100.00	28.00	1.23
NM_001011874	Xkr4	150	2094	3634	1944	150	1540	100.00	169.00	21.22
NM_053196	Sfxn2	114	1083	3212	969	114	2129	100.00	4.00	1.06
NM_028863	Isca2	31	496	868	465	31	372	100.00	71.00	43.88
NM_001033432	Heca	285	1920	3667	1635	285	1747	100.00	65.00	9.79
NM_146188	Kctd15	285	1137	2412	852	285	1275	100.00	16.00	4.88
NM_001302260	Pmp22	241	724	1856	483	241	1132	16.67	7.83	4.62
NM_018807	Plagl2	196	1687	5407	1491	196	3720	100.00	3.00	0.50
NM_019458	Paf1	212	1820	1953	1608	212	133	100.00	222.00	34.04
NM_009608	Actc1	143	1277	1459	1134	143	182	100.00	11.76	2.62
NM_028319	Zfp518a	521	4958	6840	4437	521	1882	100.00	54.00	2.89
NM_027649	Spats1	124	934	1160	810	124	226	100.00	13.00	4.20
NM_001290624	Prickle3	80	1955	2410	1875	80	455	100.00	2.00	0.26
NM_011265	Rfx3	203	2453	9187	2250	203	6734	50.00	192.00	20.70
NM_027740	Poc1b	38	1469	2727	1431	38	1258	100.00	9.00	1.56
NM_030749	Sil1	144	1542	1699	1398	144	157	100.00	141.00	25.09
NM_178705	Luzp2	714	1752	5274	1038	714	3522	100.00	611.00	149.90
NM_001004180	Fam222a	219	1581	2693	1362	219	1112	100.00	23.00	4.21
NM_001270435	Ccdc30	412	2362	3467	1950	412	1105	89.73	28.00	3.50
NM_001039483	Tmco1	194	761	4474	567	194	3713	100.00	169.00	82.22
NM_007892	E2f5	149	1157	1749	1008	149	592	100.00	42.00	10.64
NM_181073	Plekhh1	306	4377	6439	4071	306	2062	100.00	46.00	2.69
NM_001302546	Cfap46	45	7971	8214	7926	45	243	100.00	9.00	0.27
NM_021888	Qtrt1	18	1230	1321	1212	18	91	100.00	27.00	5.60
NM_181452	Fam89b	139	709	1212	570	139	503	100.00	63.00	30.46
NM_146092	Taf6l	156	2028	2203	1872	156	175	54.27	23.79	3.11
NM_198657	Gm5148	335	800	1215	465	335	415	100.00	1.63	1.01
NM_199200	Fam171a2	148	2617	3099	2469	148	482	100.00	203.00	19.87
NM_025509	Ostc	69	519	1062	450	69	543	100.00	203.00	130.67
NM_026135	Kctd16	0	1284	1365	1284	0	81	100.00	204.00	39.75
NM_001113379	Lrrc32	0	1992	3816	1992	0	1824	100.00	4.00	0.49
NM_001163539	5430427O19Rik	165	1062	3835	897	165	2773	100.00	1.00	0.29
NM_016847	Avpr1a	306	1578	2671	1272	306	1093	100.00	7.00	1.38
NM_010414	Htt	167	9530	13219	9363	167	3689	100.00	613.00	15.41
NM_001141981	Rbm43	299	1331	2058	1032	299	727	33.33	28.67	7.08
NM_028226	Rbm12b1	567	3078	3284	2511	567	206	100.00	2.89	0.28
NM_010324	Got1	150	1392	2057	1242	150	665	100.00	1755.00	354.45
NM_175247	Zfp28	76	2554	4146	2478	76	1592	100.00	21.00	2.05
NM_001081154	Marf1	190	5401	7765	5211	190	2364	100.00	128.00	5.82
NM_001024205	Nufip2	89	2168	10399	2079	89	8231	100.00	415.00	48.58
NM_026999	Zfp688	30	855	1016	825	30	161	100.00	23.00	7.27
NM_021882	Pmel	28	1909	2130	1881	28	221	100.00	4.00	0.52
NM_011914	Nelfa	23	1616	2161	1593	23	545	100.00	86.00	13.32
NM_178640	B3galnt2	131	1646	3681	1515	131	2035	100.00	18.00	2.94
NM_008171	Grin2b	763	5212	7505	4449	763	2293	100.00	1260.97	67.40
NM_010112	Efs	1333	3016	3571	1683	1333	555	100.00	16.00	2.34
NM_001142727	1110065P20Rik	236	380	762	144	236	382	100.00	27.00	112.15
NM_009252	Serpina3n	105	1362	2085	1257	105	723	100.00	713.18	142.19
NM_030209	Crispld2	241	1726	4183	1485	241	2457	100.00	6.00	1.00
NM_146032	Srp68	111	1989	2526	1878	111	537	100.00	259.00	33.72
NM_001122596	A630033H20Rik	418	1477	3044	1059	418	1567	33.33	0.67	0.16
NM_001013026	Ttf2	16	3433	4541	3417	16	1108	100.00	7.00	0.49
NM_009541	Zbtb17	219	2604	3415	2385	219	811	100.00	31.00	3.15
NM_010162	Ext1	820	3061	3464	2241	820	403	100.00	49.00	5.30
NM_134066	Akr1c18	33	1005	1172	972	33	167	100.00	13.00	3.43
NM_145362	Alg1	29	1478	1759	1449	29	281	100.00	98.00	16.78
NM_011549	Tfeb	66	1671	2273	1605	66	602	56.78	25.71	3.95
NM_001114131	Ppp4r1	88	2893	3799	2805	88	906	100.00	42.00	3.60
NM_028182	Sh2d4a	543	1809	2767	1266	543	958	100.00	1.00	0.20
NM_028132	Pgm2	115	1804	2334	1689	115	530	100.00	402.00	58.52
NM_177829	Spink10	245	734	1135	489	245	401	100.00	2.00	1.16
NM_029186	Tmem180	180	1740	2280	1560	180	540	100.00	42.00	6.65
NM_013606	Mx2	119	2087	2417	1968	119	330	100.00	1.00	0.12
NM_008154	Gpr3	123	1116	2143	993	123	1027	100.00	13.00	3.35
NM_153459	Dusp7	166	1435	3212	1269	166	1777	100.00	180.00	35.52
NM_178875	Zfp935	103	1165	2472	1062	103	1307	71.04	46.30	11.08
NM_001038703	Gpr146	175	1177	4145	1002	175	2968	50.00	10.00	2.55
NM_207220	Gpr137	354	1545	1845	1191	354	300	54.77	47.36	10.01
NM_001008501	Zfp760	418	2419	4209	2001	418	1790	100.00	14.25	1.74
NM_197993	Tut1	108	2718	2768	2610	108	50	100.00	57.00	5.27
NM_028595	Ms4a6c	205	859	1843	654	205	984	100.00	1.00	0.41
NM_009881	Cdyl	266	2048	3442	1782	266	1394	68.63	34.57	4.76
NM_024200	Mfn1	221	2447	4531	2226	221	2084	100.00	184.00	20.06
NM_021424	Pvrl1	68	1616	5061	1548	68	3445	100.00	319.00	50.93
NM_001109757	Atp7a	174	4653	8198	4479	174	3545	100.00	110.00	5.84
NM_009505	Vegfa	487	1594	3459	1107	487	1865	67.04	56.21	12.86
NM_001081054	Qrsl1	99	1677	1970	1578	99	293	100.00	64.00	10.01
NM_011925	Cd97	174	2631	3253	2457	174	622	91.94	35.10	3.45
NM_133780	Tpr	106	7402	7550	7296	106	148	100.00	433.00	14.00
NM_001177856	Asph	252	891	2953	639	252	2062	87.81	444.59	188.04
NM_153542	Lrrc20	122	677	2621	555	122	1944	100.00	53.00	26.45
NM_133720	Cysltr2	661	1591	1802	930	661	211	50.00	0.50	0.14
NM_028476	Atat1	33	966	1973	933	33	1007	55.65	113.86	31.40
NM_028040	Rpusd4	9	1143	1797	1134	9	654	100.00	16.00	3.57
NM_011484	Stam	185	1832	3682	1647	185	1850	100.00	556.02	83.13
NM_177607	4933430I17Rik	64	1552	1783	1488	64	231	100.00	1.00	0.17
NM_146254	Wdr78	143	2567	3793	2424	143	1226	100.00	18.00	1.80
NM_053141	Pcdhb16	221	2630	5270	2409	221	2640	100.00	54.01	5.42
NM_138721	Lsm10	181	550	913	369	181	363	50.00	15.50	12.85
NM_172275	Trafd1	109	1840	2474	1731	109	634	100.00	183.00	25.96
NM_001252070	Dnah7a	92	12167	12272	12075	92	105	100.00	5.99	0.12
NM_001252489	Osbpl1a	259	1936	2829	1677	259	893	59.76	391.90	57.48
NM_024223	Crip2	336	963	1439	627	336	476	100.00	446.00	192.83
NM_007583	Cacng2	389	1361	2887	972	389	1526	100.00	44.00	11.60
NM_146074	Tfb1m	0	1038	1334	1038	0	296	100.00	31.00	7.61
NM_030024	Prr15	439	808	1381	369	439	573	100.00	1.00	0.83
NM_175653	Hist1h3c	24	435	480	411	24	45	100.00	0.81	0.59
NM_001163747	Tmem192	122	788	991	666	122	203	100.00	16.00	6.45
NM_009564	Zfp64	423	2454	2753	2031	423	299	100.00	33.00	3.96
NM_013663	Srsf3	129	624	2585	495	129	1961	100.00	607.00	347.54
NM_001163622	Prepl	485	2663	3830	2178	485	1167	57.83	2266.43	252.76
NM_144830	Tmem106a	183	969	2301	786	183	1332	100.00	2.00	0.67
NM_011437	Sox10	287	1688	2713	1401	287	1025	100.00	184.62	32.77
NM_024166	Chchd2	223	685	910	462	223	225	100.00	0.24	0.15
NM_001033525	Kcnk6	39	981	4089	942	39	3108	100.00	3.00	0.82
NM_177182	Bhlha9	79	775	1207	696	79	432	100.00	7.00	2.68
NM_019802	Ggcx	99	2373	3323	2274	99	950	100.00	107.00	11.41
NM_133220	Sgk3	346	1837	5515	1491	346	3678	33.33	14.67	2.44
NM_001164370	Mipol1	260	1400	1454	1140	260	54	100.00	31.00	6.87
NM_175656	Hist1h4i	39	351	403	312	39	52	100.00	64.52	67.11
NM_053195	Slc24a3	56	1844	3422	1788	56	1578	100.00	666.00	91.31
NM_172856	Cers6	195	1350	7039	1155	195	5689	100.00	248.00	54.17
NM_001199484	4931406C07Rik	327	1275	2756	948	327	1481	33.33	22.00	5.96
NM_011737	Map3k19	0	3936	3936	3936	0	0	100.00	13.00	0.79
NM_008031	Fmr1	276	2121	4407	1845	276	2286	93.09	246.49	32.70
NM_172845	Adamts4	720	3222	6311	2502	720	3089	100.00	271.00	25.78
NM_008012	Akr1b8	67	1018	1304	951	67	286	100.00	2.00	0.54
NM_152812	Otud6b	122	1100	3259	978	122	2159	100.00	161.00	42.16
NM_001164437	Tmem212	25	589	717	564	25	128	100.00	32.00	15.67
NM_031257	Plekha2	175	1453	4985	1278	175	3532	100.00	71.00	13.91
NM_008367	Il2ra	209	1016	4428	807	209	3412	100.00	1.00	0.32
NM_013495	Cpt1a	87	2409	4301	2322	87	1892	100.00	133.00	13.88
NM_025991	Kbtbd4	153	1710	2393	1557	153	683	100.00	93.00	14.76
NM_198093	Elmo1	301	1045	4102	744	301	3057	63.94	73.52	26.12
NM_177897	B4galnt4	0	3105	3105	3105	0	0	100.00	73.00	5.64
NM_022992	Arl6ip5	29	596	1339	567	29	743	100.00	704.00	342.50
NM_172601	Rab2b	154	805	2756	651	154	1951	100.00	118.00	48.84
NM_207207	Mrps26	22	625	962	603	22	337	100.00	123.00	55.66
NM_173048	Gga3	49	2206	3681	2157	49	1475	89.12	176.85	19.92
NM_009535	Yes1	675	2301	4608	1626	675	2307	33.33	15.00	2.27
NM_011116	Pld3	523	1990	2288	1467	523	298	100.00	3251.00	549.48
NM_144944	Prokr2	322	1468	4533	1146	322	3065	100.00	32.00	7.05
NM_001128609	Dedd	479	1436	2733	957	479	1297	50.00	25.00	6.70
NM_027290	Mcm10	167	2825	3494	2658	167	669	100.00	1.00	0.09
NM_013691	Thbs3	59	2930	3183	2871	59	253	100.00	20.00	1.68
NM_027363	Chp2	216	807	1171	591	216	364	100.00	4.00	1.85
NM_009090	Polr2c	106	934	1578	828	106	644	100.00	127.00	40.00
NM_025699	Oser1	103	979	1562	876	103	583	100.00	80.00	23.66
NM_138751	Tmem47	291	837	4082	546	291	3245	100.00	498.00	253.39
NM_025455	Ccdc28b	119	722	840	603	119	118	100.00	75.00	33.94
NM_001033530	AW146154	594	2001	3411	1407	594	1410	100.00	9.15	1.62
NM_170778	Dpyd	98	3176	4437	3078	98	1261	100.00	62.00	4.83
NM_019702	Hbs1l	155	2204	2793	2049	155	589	86.06	78.63	9.35
NM_023732	Abcb6	274	2803	3042	2529	274	239	100.00	62.00	5.92
NM_001113362	Tbc1d14	181	2326	4771	2145	181	2445	80.48	116.19	13.17
NM_026835	Ms4a6d	147	891	1371	744	147	480	100.00	4.00	1.42
NM_025866	Cdca7	72	1221	2361	1149	72	1140	100.00	8.97	1.97
NM_207678	Ccnl2	39	1596	2442	1557	39	846	100.00	83.98	13.33
NM_181400	Wdr47	329	3092	4223	2763	329	1131	100.00	595.00	51.85
NM_001081278	Tbc1d4	731	4463	6641	3732	731	2178	100.00	33.00	2.11
NM_001045807	Rbm15	209	3098	3270	2889	209	172	100.00	86.00	7.16
NM_001081043	Ptpn23	93	5172	5336	5079	93	164	100.00	205.00	9.57
NM_009275	Srprb	6	816	2991	810	6	2175	100.00	172.00	55.52
NM_181415	Atrnl1	320	4457	6583	4137	320	2126	100.00	391.00	22.51
NM_178405	Atp1a2	172	3235	6227	3063	172	2992	100.00	4632.65	362.96
NM_021604	Agrn	68	6173	7379	6105	68	1206	100.00	297.00	11.51
NM_175150	Txndc15	128	1163	1528	1035	128	365	100.00	314.00	77.28
NM_011202	Ptpn11	182	1976	5611	1794	182	3635	70.78	224.11	30.62
NM_053248	Slc5a5	96	1953	2928	1857	96	975	100.00	79.00	10.41
NM_023209	Pbk	244	1237	1646	993	244	409	100.00	5.00	1.29
NM_026017	Ctdnep1	316	1051	1614	735	316	563	100.00	99.00	35.66
NM_001037747	Card9	0	1611	1611	1611	0	0	100.00	2.00	0.31
NM_026050	Fam220a	640	1423	2331	783	640	908	50.00	56.00	18.78
NM_011897	Spry2	283	1231	2087	948	283	856	100.00	194.00	52.57
NM_024233	Rexo2	58	772	1075	714	58	303	100.00	156.00	58.08
NM_007856	Dhcr7	507	1923	2816	1416	507	893	100.00	343.00	60.20
NM_009577	Zik1	246	1638	4191	1392	246	2553	100.00	42.00	7.51
NM_178914	Spata7	174	1923	2071	1749	174	148	100.00	67.00	9.40
NM_133249	Ppargc1b	64	3109	3656	3045	64	547	100.00	34.00	2.68
NM_016876	Eif3g	27	990	1068	963	27	78	100.00	430.00	114.53
NM_001199310	Lig1	226	3025	3176	2799	226	151	33.33	8.33	0.72
NM_019461	Usp27x	969	2286	3240	1317	969	954	100.00	38.00	7.21
NM_001042710	Prss57	43	898	2693	855	43	1795	100.00	1.00	0.30
NM_001252529	Pqbp1	27	912	1104	885	27	192	91.11	274.36	80.23
NM_001289486	Tmem232	196	2221	2585	2025	196	364	99.99	2.00	0.24
NM_028083	Chaf1b	105	1824	1913	1719	105	89	100.00	1.00	0.14
NM_016928	Tlr5	287	2909	3199	2622	287	290	100.00	5.00	0.46
NM_021275	Kcna4	1262	3227	4844	1965	1262	1617	100.00	102.00	12.67
NM_010830	Msh6	99	4176	4263	4077	99	87	100.00	113.00	6.60
NM_001141925	Bean1	761	1346	3176	585	761	1830	54.71	3.28	1.54
NM_029891	Nkrf	180	2253	3266	2073	180	1013	100.00	212.00	24.89
NM_011419	Kdm5d	178	4825	5471	4647	178	646	100.00	48.01	2.45
NM_001081557	Camta1	99	5148	8448	5049	99	3300	100.00	902.89	42.42
NM_152947	Ovol2	60	786	1213	726	60	427	100.00	4.00	1.46
NM_198602	Cux1	250	2281	3057	2031	250	776	86.41	46.29	5.55
NM_178661	Creb3l2	348	1914	3318	1566	348	1404	100.00	56.00	8.83
NM_009785	Cacna2d3	97	3373	3695	3276	97	322	100.00	680.00	49.72
NM_001077713	Acn9	9	387	550	378	9	163	100.00	45.00	36.16
NM_172609	Tomm22	24	453	1024	429	24	571	100.00	308.00	210.46
NM_010389	H2-Ob	67	883	2670	816	67	1787	100.00	1.00	0.32
NM_199035	Alg8	21	1602	2001	1581	21	399	100.00	34.00	5.31
NM_053201	Magee1	233	2990	3584	2757	233	594	100.00	1435.00	125.32
NM_027188	Smyd3	52	1339	3761	1287	52	2422	100.00	125.00	24.30
NM_080558	Ssfa2	115	3874	5093	3759	115	1219	100.00	76.00	4.83
NM_178187	Hist1h2ae	112	505	558	393	112	53	100.00	0.81	0.62
NM_172757	Heatr3	135	2175	3137	2040	135	962	100.00	105.00	12.54
NM_013818	Gtpbp1	11	2018	3398	2007	11	1380	100.00	202.00	24.53
NM_001302183	Erg	151	1471	3108	1320	151	1637	100.00	2.00	0.38
NM_001110162	Cdca2	387	3336	3842	2949	387	506	50.00	1.50	0.12
NM_001166385	Sp4	207	2550	9011	2343	207	6461	100.00	201.00	20.78
NM_144521	Snap47	81	1323	1837	1242	81	514	100.00	2333.00	471.19
NM_178851	Vps39	146	2774	4347	2628	146	1573	81.31	180.88	16.60
NM_153399	Syne1	432	4728	6982	4296	432	2254	88.38	1575.00	87.24
NM_001199270	Aldoart1	65	1325	2052	1260	65	727	100.00	8.51	1.69
NM_019578	Extl1	829	2839	4114	2010	829	1275	100.00	110.00	13.34
NM_001170858	BC068281	168	2160	2202	1992	168	42	100.00	45.00	5.51
NM_019565	Zfp386	134	1910	4573	1776	134	2663	100.00	42.06	5.81
NM_001008421	Nol10	61	2125	2986	2064	61	861	100.00	85.00	10.03
NM_172734	Stk38l	129	1524	4617	1395	129	3093	100.00	76.00	13.55
NM_144874	Cox15	89	1331	4798	1242	89	3467	100.00	124.00	25.04
NM_145930	AW549877	38	923	5084	885	38	4161	100.00	116.95	34.20
NM_011778	Coro1b	76	1531	1844	1455	76	313	100.00	189.98	32.39
NM_145440	Uts2r	41	1199	1703	1158	41	504	100.00	1.00	0.22
NM_008808	Pdgfa	182	773	1018	591	182	245	100.00	46.00	21.31
NM_134099	Fbxo4	149	1307	3446	1158	149	2139	100.00	21.00	4.57
NM_009457	Uba1	45	3402	4068	3357	45	666	38.03	1107.91	79.00
NM_008793	Pcsk4	23	1991	2514	1968	23	523	100.00	2.00	0.25
NM_018794	Atp6ap1	82	1474	2189	1392	82	715	100.00	3257.00	582.15
NM_026817	Rabl2	151	823	1646	672	151	823	100.00	74.00	29.53
NM_013609	Ngf	107	1031	1196	924	107	165	77.83	29.57	8.24
NM_030730	Rad54l2	286	4690	9326	4404	286	4636	100.00	35.00	1.89
NM_001286604	Fam118b	220	1276	2045	1056	220	769	35.27	17.43	4.20
NM_173439	Fbxo45	214	1075	4046	861	214	2971	100.00	76.00	22.91
NM_001081658	Dytn	301	2263	2427	1962	301	164	100.00	1.00	0.12
NM_001164204	Tsen34	284	1235	1555	951	284	320	50.00	120.00	32.41
NM_008125	Gjb2	256	937	2404	681	256	1467	100.00	29.00	11.40
NM_138587	Fam3c	128	812	2739	684	128	1927	100.00	239.00	93.45
NM_008404	Itgb2	115	2428	2862	2313	115	434	100.00	28.00	2.93
NM_175311	Zfp513	262	1888	2228	1626	262	340	100.00	36.00	5.46
NM_172416	Ostm1	68	1085	3009	1017	68	1924	100.00	212.00	53.19
NM_009959	Pcdha5	0	2805	5206	2805	0	2401	100.00	60.80	5.22
NM_010882	Ndn	131	1109	1651	978	131	542	100.00	2403.99	629.53
NM_001081062	Ccno	96	1155	1876	1059	96	721	100.00	6.00	1.44
NM_026144	Dhdds	148	1150	3110	1002	148	1960	100.00	208.00	53.04
NM_001033634	Zyg11b	170	2405	10654	2235	170	8249	100.00	1007.00	109.32
NM_021535	Smu1	83	1625	3273	1542	83	1648	100.00	369.00	59.15
NM_029389	Fam35a	463	3139	3452	2676	463	313	100.00	27.00	2.43
NM_010763	Man1a2	611	2537	7942	1926	611	5405	100.00	150.00	19.02
NM_018851	Samhd1	40	2017	3887	1977	40	1870	100.00	38.00	4.69
NM_001081330	Dnah2	131	13520	13704	13389	131	184	100.00	3.00	0.05
NM_023223	Cdc20	222	1722	1784	1500	222	62	100.00	1.00	0.17
NM_011056	Pde4d	180	2424	7049	2244	180	4625	100.00	106.01	11.46
NM_011955	Nubp1	39	1002	2128	963	39	1126	100.00	32.00	8.52
NM_025781	Tmem170	40	475	1943	435	40	1468	100.00	2.00	1.34
NM_008250	Hlx	352	1783	2147	1431	352	364	100.00	3.00	0.52
NM_145476	Tbc1d22a	116	1667	3229	1551	116	1562	100.00	83.00	13.22
NM_001164357	Slc25a25	146	1655	3306	1509	146	1651	55.47	78.26	12.84
NM_212450	Ctdspl2	641	2039	6737	1398	641	4698	100.00	146.00	25.98
NM_011383	Six5	93	2253	2853	2160	93	600	100.00	3.00	0.34
NM_029662	Mfsd2a	155	1760	2150	1605	155	390	100.00	97.00	14.90
NM_001039089	Sel1l	126	2499	6300	2373	126	3801	72.67	844.31	86.12
NM_001146346	Emp3	252	744	787	492	252	43	50.00	1.50	0.87
NM_001291748	Xlr	91	655	1860	564	91	1205	100.00	1.00	0.49
NM_148933	Slco4a1	307	2479	3088	2172	307	609	100.00	4.00	0.45
NM_001278581	Pomc	331	1039	1214	708	331	175	20.00	1.00	0.38
NM_175340	Nhlrc1	71	1277	2294	1206	71	1017	100.00	53.98	11.25
NM_177660	Zbtb10	563	3149	7448	2586	563	4299	100.00	27.00	2.52
NM_011067	Per3	433	3775	5996	3342	433	2221	99.79	41.91	3.00
NM_028024	Nkiras2	68	644	2013	576	68	1369	100.00	10.00	4.78
NM_017478	Copg2	97	2713	4016	2616	97	1303	100.00	600.00	55.32
NM_172779	Ddx26b	367	2953	3808	2586	367	855	100.00	32.00	2.99
NM_144897	Apoa1bp	5	854	905	849	5	51	100.00	153.00	46.86
NM_177832	Zfp236	37	5437	9473	5400	37	4036	100.00	33.91	1.49
NM_016905	Galk1	41	1220	1506	1179	41	286	100.00	34.00	7.26
NM_146121	Rabgap1	222	3417	4967	3195	222	1550	50.86	402.10	30.17
NM_001111140	Lrrc10b	132	1011	2077	879	132	1066	100.00	10.00	2.95
NM_007527	Bax	123	702	869	579	123	167	100.00	123.00	58.38
NM_019912	Ube2d2a	430	874	2483	444	430	1609	100.00	423.34	277.09
NM_010941	Nsdhl	215	1304	2218	1089	215	914	100.00	140.00	32.60
NM_138745	Mthfd1	272	3080	3324	2808	272	244	100.00	247.00	21.17
NM_001081345	Chd2	572	6056	9071	5484	572	3015	100.00	136.00	5.87
NM_028474	Ptchd4	358	3064	6890	2706	358	3826	100.00	27.00	2.40
NM_026748	Ints1	208	6877	7113	6669	208	236	100.00	236.00	8.36
NM_080554	Psmd5	40	1555	2042	1515	40	487	100.00	286.00	46.71
NM_001114339	Pank1	379	2026	7418	1647	379	5392	76.53	62.37	9.32
NM_008407	Itih3	38	2708	2817	2670	38	109	100.00	81.99	7.40
NM_001167981	Galnt7	77	2051	4340	1974	77	2289	50.32	21.64	2.67
NM_133803	Dpp3	73	2290	2683	2217	73	393	100.00	152.00	16.64
NM_025982	Tspan31	84	717	1543	633	84	826	100.00	190.00	81.24
NM_001159288	Morc2a	725	3818	5085	3093	725	1267	93.63	103.40	8.02
NM_029031	Shpk	37	1468	2781	1431	37	1313	100.00	8.99	1.56
NM_031259	Nxf2	92	2150	2377	2058	92	227	100.00	1.00	0.12
NM_001195048	Pak3	200	1880	8352	1680	200	6472	46.15	350.83	51.36
NM_008473	Krt1	59	1973	2447	1914	59	474	100.00	19.00	2.43
NM_024436	Rab22a	261	846	1909	585	261	1063	100.00	69.00	32.35
NM_001025393	Bclaf1	250	2863	5307	2613	250	2444	64.29	412.89	38.11
NM_172935	Amdhd2	69	1299	1463	1230	69	164	100.00	27.00	5.51
NM_008353	Il12rb1	103	2320	2872	2217	103	552	100.00	11.00	1.20
NM_023912	Scyl1	71	2492	2637	2421	71	145	100.00	106.00	10.59
NM_144917	Elmod3	350	1496	2235	1146	350	739	50.00	18.00	3.97
NM_001007571	D8Ertd738e	58	343	661	285	58	318	100.00	152.00	179.74
NM_027122	Mfsd3	127	1366	2169	1239	127	803	100.00	37.00	7.49
NM_001205173	Iffo2	228	1767	5716	1539	228	3949	100.00	26.00	4.18
NM_001177799	Capn3	280	2470	2890	2190	280	420	100.00	82.00	9.09
NM_177638	Crb3	196	538	1156	342	196	618	100.00	2.00	1.83
NM_001081225	Fam178a	192	3684	6880	3492	192	3196	100.00	61.00	4.18
NM_001110327	Dmtf1	292	2368	3529	2076	292	1161	54.92	57.67	6.76
NM_182929	Rims3	0	924	977	924	0	53	100.00	45.00	12.55
NM_008480	Lama1	70	9322	9518	9252	70	196	100.00	20.00	0.51
NM_016925	Fanca	23	4343	4541	4320	23	198	100.00	2.00	0.11
NM_026436	Tmem86a	141	867	1791	726	141	924	100.00	43.00	15.71
NM_001037713	Xaf1	49	871	2598	822	49	1727	89.97	10.30	3.27
NM_011879	Ik	117	1791	1996	1674	117	205	100.00	467.00	68.63
NM_029466	Arl5b	164	707	3594	543	164	2887	100.00	54.00	27.66
NM_028792	Josd1	955	1564	3394	609	955	1830	100.00	52.00	23.26
NM_153507	Cpne2	204	1851	2302	1647	204	451	100.00	186.96	27.95
NM_172598	Wdhd1	260	3506	4174	3246	260	668	100.00	8.00	0.59
NM_028306	Hspa12b	120	2178	2943	2058	120	765	100.00	7.00	0.83
NM_001085515	AI464131	147	2298	4175	2151	147	1877	100.00	158.00	17.85
NM_172465	Zdhhc9	346	1441	2995	1095	346	1554	100.00	183.00	42.35
