transcript_id	cds_start	cds_stop	transcript_length	cds_length	5utr_length	3utr_length
NM_013734	    96	  3195	  3485	  3099	    96	   290
NM_001039484	   242	  1382	  5407	  1140	   242	  4025
NM_009938	   381	  4056	  4629	  3675	   381	   573
NM_001145800	   256	  3796	  4135	  3540	   256	   339
NM_033608	   322	  3862	  4201	  3540	   322	   339
NM_001302650	   102	  1476	  3611	  1374	   102	  2135
NM_001302651	   123	  1353	  3488	  1230	   123	  2135
NM_001205011	    34	   694	   694	   660	    34	     0
NM_001302649	   123	  2739	  4874	  2616	   123	  2135
NM_011825	   248	   755	  3745	   507	   248	  2990
NM_011465	   165	  7413	  8405	  7248	   165	   992
NM_019445	   221	  4958	  6442	  4737	   221	  1484
NM_133809	    27	  1467	  2498	  1440	    27	  1031
NM_029453	   194	  3449	  3816	  3255	   194	   367
NM_012012	   161	  2675	  5506	  2514	   161	  2831
NM_029756	   329	  2483	  2771	  2154	   329	   288
NM_027077	   170	   608	   749	   438	   170	   141
NM_001034899	    82	   520	  1663	   438	    82	  1143
NM_001161665	   438	  6777	  7406	  6339	   438	   629
NM_146105	   140	  2276	  4545	  2136	   140	  2269
NM_001033285	    21	  5220	  8656	  5199	    21	  3436
NM_001346804	   350	  5510	  8947	  5160	   350	  3437
NM_001346805	   350	  5267	  8704	  4917	   350	  3437
NM_010145	   148	  1516	  1739	  1368	   148	   223
NM_026171	    97	  2665	  9392	  2568	    97	  6727
NM_133225	    59	  1637	  3471	  1578	    59	  1834
NM_001312918	   148	  1474	  1697	  1326	   148	   223
NM_010135	   446	  2861	 12335	  2415	   446	  9474
NM_001083120	   446	  2804	 12278	  2358	   446	  9474
NM_008680	   446	  2816	 12290	  2370	   446	  9474
NM_175127	    17	  1124	  4913	  1107	    17	  3789
NM_001083121	   446	  2072	 11546	  1626	   446	  9474
NM_001278220	   194	  4760	  4785	  4566	   194	    25
NM_001278219	   311	  4877	  4902	  4566	   311	    25
NM_001278218	   351	  4917	  4942	  4566	   351	    25
NM_001145806	    54	  1200	  2483	  1146	    54	  1283
NM_026866	   439	  5005	  5030	  4566	   439	    25
NM_144796	   135	  1608	  2035	  1473	   135	   427
NM_130890	    54	  2166	  2411	  2112	    54	   245
NM_001163754	    74	  4238	  6988	  4164	    74	  2750
NM_011794	   112	  1039	  2182	   927	   112	  1143
NM_145515	    77	  2465	  4565	  2388	    77	  2100
NM_001033286	   216	  1629	  5835	  1413	   216	  4206
NM_001347210	   112	  1084	  2235	   972	   112	  1151
NM_001347212	   150	   912	  2063	   762	   150	  1151
NM_029067	   161	   740	  1070	   579	   161	   330
NM_028848	   161	  1301	  1303	  1140	   161	     2
NM_026367	   113	  1697	  4549	  1584	   113	  2852
NM_011935	   170	  1547	  5292	  1377	   170	  3745
NM_001281848	   288	  1278	  3138	   990	   288	  1860
NM_001281847	   192	  1437	  3297	  1245	   192	  1860
NM_010607	   406	  1642	  3502	  1236	   406	  1860
NM_172650	   228	  2676	  3703	  2448	   228	  1027
NM_001081363	   143	  9137	 11122	  8994	   143	  1985
NM_001159850	   265	  1546	  3406	  1281	   265	  1860
NM_144879	   424	  1492	  4030	  1068	   424	  2538
NM_030060	    45	   402	   712	   357	    45	   310
NM_001134829	   113	  1343	  7066	  1230	   113	  5723
NM_144880	   625	  2086	  3082	  1461	   625	   996
NM_172266	   209	  1322	  7045	  1113	   209	  5723
NM_011633	   345	  1883	  2110	  1538	   345	   227
NM_001038607	   231	  3120	  7158	  2889	   231	  4038
NM_144881	   279	  1779	  2835	  1500	   279	  1056
NM_010600	   231	  3201	  7239	  2970	   231	  4038
NM_001277928	   141	  3648	  4016	  3507	   141	   368
NM_008484	   180	  3687	  4055	  3507	   180	   368
NM_153137	   416	  1958	  2121	  1542	   416	   163
NM_008882	   643	  6328	 11035	  5685	   643	  4707
NM_007758	   105	  3204	  6207	  3099	   105	  3003
NM_011283	   127	  6415	  7508	  6288	   127	  1093
NM_001289467	  1233	  2109	  2897	   876	  1233	   788
NM_001289466	  1107	  2172	  2960	  1065	  1107	   788
NM_011441	  2023	  3283	  4071	  1260	  2023	   788
NM_001289465	  1851	  2916	  3704	  1065	  1851	   788
NM_001289464	  1240	  2500	  3288	  1260	  1240	   788
NM_001177658	    49	   937	  4201	   888	    49	  3264
NM_025300	    49	   664	  1916	   615	    49	  1252
NM_008866	    21	   714	  2433	   693	    21	  1719
NM_011541	   220	  1126	  2671	   906	   220	  1545
NM_001159751	    80	  1019	  2564	   939	    80	  1545
NM_001159750	   220	  1123	  2668	   903	   220	  1545
NM_001204371	   215	  1358	  4707	  1143	   215	  3349
NM_011011	   185	  1328	  4677	  1143	   185	  3349
NM_001318735	   215	  1445	  4707	  1230	   215	  3262
NM_010342	   105	  1095	  3692	   990	   105	  2597
NM_009826	   450	  5217	  7046	  4767	   450	  1829
NM_001195732	     0	   384	   858	   384	     0	   474
NM_183028	   412	  1486	  5232	  1074	   412	  3746
NM_021511	   116	  1214	  2048	  1098	   116	   834
NM_178399	   317	   941	  3187	   624	   317	  2246
NM_173443	   226	  3889	  9749	  3663	   226	  5860
NM_177722	    97	  2143	  2553	  2046	    97	   410
NM_001037759	   227	  1718	  5396	  1491	   227	  3678
NM_013715	   347	  1352	  1731	  1005	   347	   379
NM_145692	   155	  1229	  1427	  1074	   155	   198
NM_001277101	   149	  1103	  1482	   954	   149	   379
NM_001081209	    75	  1761	  2593	  1686	    75	   832
NM_028173	   188	  1313	  2943	  1125	   188	  1630
NM_001011873	   464	  1586	  1926	  1122	   464	   340
NM_010827	   218	   824	  1717	   606	   218	   893
NM_177781	    27	  3405	  4267	  3378	    27	   862
NM_001348288	    27	  3315	  4177	  3288	    27	   862
NM_001286628	    32	  1211	  2181	  1179	    32	   970
NM_009352	    32	  1298	  2268	  1266	    32	   970
NM_001243238	   389	   854	  1001	   465	   389	   147
NM_011291	    55	   868	   933	   813	    55	    65
NM_001305227	  1232	  1697	  1844	   465	  1232	   147
NM_001271017	     0	   486	  3059	   486	     0	  2573
NM_001271016	     0	   552	  1536	   552	     0	   984
NM_025773	     0	   543	  3138	   543	     0	  2595
NM_001159711	    52	   481	   549	   429	    52	    68
NM_027415	   117	   879	  1729	   762	   117	   850
NM_016923	    52	   535	   603	   483	    52	    68
NM_026392	   117	   882	  1732	   765	   117	   850
NM_010267	    99	  1176	  3937	  1077	    99	  2761
NM_053191	   144	   954	  6923	   810	   144	  5969
NM_031402	   410	  1913	  4006	  1503	   410	  2093
NM_030033	     1	   754	  1192	   753	     1	   438
NM_001347048	    49	   814	  1252	   765	    49	   438
NM_001347047	    49	   931	  1369	   882	    49	   438
NM_183124	    58	   247	   469	   189	    58	   222
NM_001039123	     0	   258	   258	   258	     0	     0
NM_001040027	    58	   256	   256	   198	    58	     0
NM_009334	   254	  1634	  6132	  1380	   254	  4498
NM_001286340	   254	  1616	  3831	  1362	   254	  2215
NM_001025305	   343	  1669	  6167	  1326	   343	  4498
NM_008563	     5	  2444	  2886	  2439	     5	   442
NM_010552	    57	   534	  1171	   477	    57	   637
NM_145856	    71	   557	  1178	   486	    71	   621
NM_028829	   287	  1352	  4420	  1065	   287	  3068
NM_177409	   112	  1225	  1390	  1113	   112	   165
NM_001290679	   331	   769	  1351	   438	   331	   582
NM_029398	   331	   631	  1168	   300	   331	   537
NM_010356	    96	   762	  1375	   666	    96	   613
NM_183322	   343	   844	  1950	   501	   343	  1106
NM_001288617	   386	   902	  1515	   516	   386	   613
NM_001077353	   191	   857	  1470	   666	   191	   613
NM_001113187	   381	   762	  2247	   381	   381	  1485
NM_001033904	   327	   828	   844	   501	   327	    16
NM_025746	    22	   484	  1780	   462	    22	  1296
NM_001081079	   124	  1519	  4844	  1395	   124	  3325
NM_172124	   709	  1684	  4355	   975	   709	  2671
NM_026604	   412	  4933	  6467	  4521	   412	  1534
NM_026503	    40	   355	   667	   315	    40	   312
NM_026719	   213	  1827	  5392	  1614	   213	  3565
NM_001310483	   267	  1671	  5234	  1404	   267	  3563
NM_001204913	  1008	  1383	  1551	   375	  1008	   168
NM_001033764	    34	  4180	  4331	  4146	    34	   151
NM_001013750	    54	  2745	  2882	  2691	    54	   137
NM_001081080	    26	  6104	  7561	  6078	    26	  1457
NM_011200	   704	  1226	  4129	   522	   704	  2903
NM_029062	   100	   757	  1449	   657	   100	   692
NM_001164286	   466	  1903	  3748	  1437	   466	  1845
NM_001199956	     0	  1437	  1437	  1437	     0	     0
NM_001290700	   237	  1917	  2077	  1680	   237	   160
NM_008999	   435	  1149	  4321	   714	   435	  3172
NM_145392	    59	   692	  1815	   633	    59	  1123
NM_133817	   237	  3408	  4030	  3171	   237	   622
NM_001290699	   482	  3170	  3792	  2688	   482	   622
NM_001159729	   323	  1037	  4209	   714	   323	  3172
NM_001310484	   268	   928	  2230	   660	   268	  1302
NM_001161816	   234	  2793	  3016	  2559	   234	   223
NM_177235	   144	   990	  2292	   846	   144	  1302
NM_010081	     0	  7920	  8787	  7920	     0	   867
NM_178601	    96	   972	  2249	   876	    96	  1277
NM_027159	   334	   877	  1705	   543	   334	   828
NM_213727	    93	  2436	  4356	  2343	    93	  1920
NM_007685	   255	   864	  1038	   609	   255	   174
NM_009356	    39	  1137	  1301	  1098	    39	   164
NM_009355	    27	  1131	  1246	  1104	    27	   115
NM_001160236	   234	   840	  5044	   606	   234	  4204
NM_001160235	   234	   855	  5059	   621	   234	  4204
NM_183019	   334	  1789	  2714	  1455	   334	   925
NM_174997	   234	   819	  5023	   585	   234	  4204
NM_015818	   258	  1494	  3719	  1236	   258	  2225
NM_153408	    60	   825	  2583	   765	    60	  1758
NM_001277076	     0	  6117	  6318	  6117	     0	   201
NM_001290727	   453	  1749	  5575	  1296	   453	  3826
NM_145996	   100	  1699	  5525	  1599	   100	  3826
NM_001172206	   100	  1870	  5696	  1770	   100	  3826
NM_001172205	   100	  1873	  5699	  1773	   100	  3826
NM_001290726	   108	  1968	  5794	  1860	   108	  3826
NM_172652	   128	  2762	  4663	  2634	   128	  1901
NM_001310513	   128	  2840	  4741	  2712	   128	  1901
NM_001126047	   403	  2908	  3808	  2505	   403	   900
NM_033570	    96	  2412	  4582	  2316	    96	  2170
NM_001304329	   238	  2743	  3643	  2505	   238	   900
NM_026241	    67	   619	  1839	   552	    67	  1220
NM_001304330	   518	  3023	  3923	  2505	   518	   900
NM_153502	    31	   952	  2305	   921	    31	  1353
NM_001310521	   375	   954	  2307	   579	   375	  1353
NM_001310533	    67	   571	  1874	   504	    67	  1303
NM_001039551	    44	  2171	  5291	  2127	    44	  3120
NM_001331209	    44	  2183	  5189	  2139	    44	  3006
NM_053186	    44	  2186	  5192	  2142	    44	  3006
NM_201365	   418	  1558	  1664	  1140	   418	   106
NM_009942	   100	   490	   569	   390	   100	    79
NM_001289766	    90	  2019	  2255	  1929	    90	   236
NM_001289765	   197	  2054	  2290	  1857	   197	   236
NM_001289612	   168	  1107	  1343	   939	   168	   236
NM_009539	   154	  2011	  2247	  1857	   154	   236
NM_001290799	   118	  2155	  2968	  2037	   118	   813
NM_026123	   326	  1106	  1412	   780	   326	   306
NM_001290798	   118	  2158	  2971	  2040	   118	   813
NM_198006	   136	   361	  3862	   225	   136	  3501
NM_172971	   118	  2191	  3004	  2073	   118	   813
NM_001290720	   721	  2584	  2705	  1863	   721	   121
NM_207228	   588	  2682	  3607	  2094	   588	   925
NM_001290721	   528	  2601	  2722	  2073	   528	   121
NM_001037918	   121	  1243	  1555	  1122	   121	   312
NM_001033427	   288	   930	  2564	   642	   288	  1634
NM_172054	   120	   801	  4596	   681	   120	  3795
NM_027098	   139	   622	   691	   483	   139	    69
NM_027111	    57	   651	   798	   594	    57	   147
NM_019570	   211	  3961	  4262	  3750	   211	   301
NM_145142	   369	  1494	  3119	  1125	   369	  1625
NM_026850	    30	   753	  1706	   723	    30	   953
NM_001311788	   137	   575	   977	   438	   137	   402
NM_001011684	   137	   599	  1001	   462	   137	   402
NM_053257	    84	   462	  1039	   378	    84	   577
NM_001252219	   156	   534	  1111	   378	   156	   577
NM_001252218	   298	   676	  1253	   378	   298	   577
NM_028043	    37	  1555	  3166	  1518	    37	  1611
NM_001033135	    73	  1258	  2434	  1185	    73	  1176
NM_170597	   242	  1109	  5799	   867	   242	  4690
NM_001177348	   155	   317	   359	   162	   155	    42
NM_001123382	   302	  2024	  4808	  1722	   302	  2784
NM_133193	   199	  1924	  1950	  1725	   199	    26
NM_001161843	   327	  1446	  1793	  1119	   327	   347
NM_010743	   350	  1364	  3071	  1014	   350	  1707
NM_001161842	   455	  1574	  1919	  1119	   455	   345
NM_008365	   380	  1994	  4158	  1614	   380	  2164
NM_001294171	   183	  1197	  2904	  1014	   183	  1707
NM_001025602	   350	  2054	  5299	  1704	   350	  3245
NM_177084	   289	  2683	  3822	  2394	   289	  1139
NM_010553	   427	  2272	  4889	  1845	   427	  2617
NM_001081198	   155	   845	  1096	   690	   155	   251
NM_172499	    38	  1439	  3152	  1401	    38	  1713
NM_008900	     0	  1494	  3064	  1494	     0	  1570
NM_001013025	   565	  3148	  5538	  2583	   565	  2390
NM_133818	    54	   753	  3457	   699	    54	  2704
NM_001289533	   134	   974	  1417	   840	   134	   443
NM_010212	   283	  1123	  1566	   840	   283	   443
NM_024283	   283	   730	   888	   447	   283	   158
NM_009418	    95	  3884	  4691	  3789	    95	   807
NM_001310540	    95	  3845	  4652	  3750	    95	   807
NM_001013799	   108	   855	  1086	   747	   108	   231
NM_029368	   314	   992	  1265	   678	   314	   273
NM_144558	   433	  1942	  3571	  1509	   433	  1629
NM_023645	   274	  1783	  2324	  1509	   274	   541
NM_207281	   166	   901	  3181	   735	   166	  2280
NM_009930	   210	  4605	  5564	  4395	   210	   959
NM_028599	    21	  2514	  2612	  2493	    21	    98
NM_016917	   331	  2044	  3380	  1713	   331	  1336
NM_172653	    50	  2552	  4961	  2502	    50	  2409
NM_138741	   260	  1517	  3055	  1257	   260	  1538
NM_001310549	   177	   534	  2291	   357	   177	  1757
NM_028696	   484	  1081	  2838	   597	   484	  1757
NM_001310548	   248	   605	  2362	   357	   248	  1757
NM_001205314	   335	  2585	  5153	  2250	   335	  2568
NM_009283	   350	  2600	  5168	  2250	   350	  2568
NM_001205313	   299	  2567	  5135	  2268	   299	  2568
NM_001113383	   240	  2052	  4419	  1812	   240	  2367
NM_008667	   258	  1719	  5088	  1461	   258	  3369
NM_001142647	    53	  1319	  3394	  1266	    53	  2075
NM_008384	   335	  1526	  1774	  1191	   335	   248
NM_144953	   393	   714	   834	   321	   393	   120
NM_146108	    72	  1230	  1838	  1158	    72	   608
NM_010834	   126	  1257	  2705	  1131	   126	  1448
NM_027070	    16	   457	   627	   441	    16	   170
NM_145517	   101	   563	  1846	   462	   101	  1283
NM_001285839	   258	  1503	  1867	  1245	   258	   364
NM_133810	   183	  1302	  3278	  1119	   183	  1976
NM_001033194	   112	  2761	  4764	  2649	   112	  2003
NM_031179	   112	  4027	  6191	  3915	   112	  2164
NM_025283	    55	   733	  2826	   678	    55	  2093
NM_001039710	   105	   834	  1733	   729	   105	   899
NM_001310585	    55	   670	  2763	   615	    55	  2093
NM_008303	   262	   571	   768	   309	   262	   197
NM_010477	   156	  1878	  2332	  1722	   156	   454
NM_026424	   105	   684	  1583	   579	   105	   899
NM_175439	    63	  1824	  2882	  1761	    63	  1058
NM_027661	    75	  1254	  1401	  1179	    75	   147
NM_028546	    51	  1149	  3007	  1098	    51	  1858
NM_001037742	   213	  1161	  1413	   948	   213	   252
NM_001302964	   599	  1142	  1394	   543	   599	   252
NM_001302963	   599	  1127	  1379	   528	   599	   252
NM_001302962	   213	  1167	  1419	   954	   213	   252
NM_001159864	    98	  1388	  2615	  1290	    98	  1227
NM_001177867	    24	  3219	  4317	  3195	    24	  1098
NM_001159865	    98	   887	  2114	   789	    98	  1227
NM_199007	   341	  3836	  5314	  3495	   341	  1478
NM_023631	   178	  4189	  4972	  4011	   178	   783
NM_001042634	   169	  1621	  1830	  1452	   169	   209
NM_025824	    91	  1351	  2833	  1260	    91	  1482
NM_027351	   203	   689	   900	   486	   203	   211
NM_027374	   389	   752	  1292	   363	   389	   540
NM_001285827	   389	   875	  1086	   486	   389	   211
NM_001285826	   724	  1210	  1421	   486	   724	   211
NM_172513	   250	  1843	  8695	  1593	   250	  6852
NM_001271526	   391	  2122	  3555	  1731	   391	  1433
NM_008765	   397	  2128	  3561	  1731	   397	  1433
NM_001310599	   180	  1773	  8625	  1593	   180	  6852
NM_001310598	   250	  2011	  8863	  1761	   250	  6852
NM_001025378	    10	  1597	  3030	  1587	    10	  1433
NM_175370	   120	  1272	  1575	  1152	   120	   303
NM_001347056	    32	  1304	  1491	  1272	    32	   187
NM_001277926	   276	  1779	  2528	  1503	   276	   749
NM_001080126	   220	  1663	  2412	  1443	   220	   749
NM_009812	   393	  1836	  2585	  1443	   393	   749
NM_001293805	   267	  1155	  6442	   888	   267	  5287
NM_172406	   444	  3186	  6240	  2742	   444	  3054
NM_175200	    40	  1714	  2131	  1674	    40	   417
NM_001159948	   304	  5260	  6681	  4956	   304	  1421
NM_028717	   135	  5091	  6512	  4956	   135	  1421
NM_146109	   135	  2922	  2963	  2787	   135	    41
NM_145143	   119	  2027	  2345	  1908	   119	   318
NM_001164682	   699	  2664	  2982	  1965	   699	   318
NM_001033373	    66	  1368	  1477	  1302	    66	   109
NM_008057	   813	  2532	  4809	  1719	   813	  2277
NM_001013771	   168	  3348	  3595	  3180	   168	   247
NM_009460	   143	   449	  1215	   306	   143	   766
NM_018868	   176	  1787	  1976	  1611	   176	   189
NM_001037725	   158	  1913	  5534	  1755	   158	  3621
NM_139150	   221	  2291	  5557	  2070	   221	  3266
NM_001199060	   538	  1810	  3106	  1272	   538	  1296
NM_001199061	   270	  1542	  2838	  1272	   270	  1296
NM_021312	   360	  1632	  2928	  1272	   360	  1296
NM_001285463	   705	  2418	  5684	  1713	   705	  3266
NM_001285473	    43	  2008	  5274	  1965	    43	  3266
NM_030013	    86	  1475	  2246	  1389	    86	   771
NM_001313721	   225	  1308	  2079	  1083	   225	   771
NM_007642	    86	   743	  4317	   657	    86	  3574
NM_009843	   146	   818	  1933	   672	   146	  1115
NM_001281976	   146	   671	  1823	   525	   146	  1152
NM_017480	    45	   648	  3255	   603	    45	  2607
NM_001114609	   281	  3347	 13529	  3066	   281	 10182
NM_001081436	   505	  3256	 13438	  2751	   505	 10182
NM_146250	   294	  1356	  1798	  1062	   294	   442
NM_018796	   381	  1059	  1933	   678	   381	   874
NM_001081658	   301	  2263	  2427	  1962	   301	   164
NM_172422	   154	  2224	  3205	  2070	   154	   981
